"('jury', 'NN')","('jury', 'NN')"
"('had', 'HVD')","('had', 'HVD')"
"('been', 'BEN')","('been', 'BEN')"
"('charged', 'VBD')","('charged', 'VBN')"
"('by', 'IN')","('by', 'IN')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('Superior', 'JJ-TL')","('Superior', 'JJ-TL')"
"('Court', 'NN-TL')","('Court', 'NN-TL')"
"('Judge', 'NN-TL')","('Judge', 'NN-TL')"
"('Durwood', None)","('Durwood', 'NP')"
"('Pye', None)","('Pye', 'NP')"
"('to', 'TO')","('to', 'TO')"
"('investigate', 'VB')","('investigate', 'VB')"
"('reports', 'NNS')","('reports', 'NNS')"
"('of', 'IN')","('of', 'IN')"
"('possible', 'JJ')","('possible', 'JJ')"
"('``', '``')","('``', '``')"
"('irregularities', 'NNS')","('irregularities', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('hard-fought', None)","('hard-fought', 'JJ')"
"('primary', 'NN')","('primary', 'NN')"
"('which', 'WDT')","('which', 'WDT')"
"('was', 'BEDZ')","('was', 'BEDZ')"
"('won', 'VBD')","('won', 'VBN')"
"('by', 'IN')","('by', 'IN')"
"('Mayor-nominate', None)","('Mayor-nominate', 'NN-TL')"
"('Ivan', 'NP')","('Ivan', 'NP')"
"('Allen', 'NP')","('Allen', 'NP')"
"('Jr.', 'NP')","('Jr.', 'NP')"
"('.', '.')","('.', '.')"
"('``', '``')","('``', '``')"
"('Only', 'RB')","('Only', 'RB')"
"('a', 'AT')","('a', 'AT')"
"('relative', 'JJ')","('relative', 'JJ')"
"('handful', None)","('handful', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('such', 'JJ')","('such', 'JJ')"
"('reports', 'NNS')","('reports', 'NNS')"
"('was', 'BEDZ')","('was', 'BEDZ')"
"('received', 'VBD')","('received', 'VBN')"
"(""''"", ""''"")","(""''"", ""''"")"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"(',', ',')","(',', ',')"
"('``', '``')","('``', '``')"
"('considering', 'VBG')","('considering', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('widespread', 'JJ')","('widespread', 'JJ')"
"('interest', 'NN')","('interest', 'NN')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('election', 'NN')","('election', 'NN')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('number', 'NN')","('number', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('voters', 'NNS')","('voters', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('the', 'AT')","('the', 'AT')"
"('size', 'NN')","('size', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('this', 'DT')","('this', 'DT')"
"('city', 'NN')","('city', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('it', 'PPS')","('it', 'PPS')"
"('did', 'DOD')","('did', 'DOD')"
"('find', 'VB')","('find', 'VB')"
"('that', 'CS')","('that', 'CS')"
"('many', 'AP')","('many', 'AP')"
"('of', 'IN')","('of', 'IN')"
"(""Georgia's"", 'NP$')","(""Georgia's"", 'NP$')"
"('registration', 'NN')","('registration', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('election', 'NN')","('election', 'NN')"
"('laws', 'NNS')","('laws', 'NNS')"
"('``', '``')","('``', '``')"
"('are', 'BER')","('are', 'BER')"
"('outmoded', None)","('outmoded', 'JJ')"
"('or', 'CC')","('or', 'CC')"
"('inadequate', 'JJ')","('inadequate', 'JJ')"
"('and', 'CC')","('and', 'CC')"
"('often', 'RB')","('often', 'RB')"
"('ambiguous', None)","('ambiguous', 'JJ')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('It', 'PPS')","('It', 'PPS')"
"('recommended', 'VBN')","('recommended', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('Fulton', 'NP-TL')","('Fulton', 'NP')"
"('legislators', 'NNS')","('legislators', 'NNS')"
"('act', 'NN')","('act', 'VB')"
"('``', '``')","('``', '``')"
"('to', 'TO')","('to', 'TO')"
"('have', 'HV')","('have', 'HV')"
"('these', 'DTS')","('these', 'DTS')"
"('laws', 'NNS')","('laws', 'NNS')"
"('studied', 'VBD')","('studied', 'VBN')"
"('and', 'CC')","('and', 'CC')"
"('revised', 'VBD')","('revised', 'VBN')"
"('to', 'TO')","('to', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('end', 'NN')","('end', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('modernizing', None)","('modernizing', 'VBG')"
"('and', 'CC')","('and', 'CC')"
"('improving', 'VBG')","('improving', 'VBG')"
"('them', 'PPO')","('them', 'PPO')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('grand', 'JJ')","('grand', 'JJ')"
"('jury', 'NN')","('jury', 'NN')"
"('commented', 'VBD')","('commented', 'VBD')"
"('on', 'IN')","('on', 'IN')"
"('a', 'AT')","('a', 'AT')"
"('number', 'NN')","('number', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('other', 'AP')","('other', 'AP')"
"('topics', 'NNS')","('topics', 'NNS')"
"(',', ',')","(',', ',')"
"('among', 'IN')","('among', 'IN')"
"('them', 'PPO')","('them', 'PPO')"
"('the', 'AT')","('the', 'AT')"
"('Atlanta', 'NP')","('Atlanta', 'NP')"
"('and', 'CC')","('and', 'CC')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('County', 'NN-TL')","('County', 'NN-TL')"
"('purchasing', 'VBG')","('purchasing', 'VBG')"
"('departments', 'NNS')","('departments', 'NNS')"
"('which', 'WDT')","('which', 'WDT')"
"('it', 'PPS')","('it', 'PPS')"
"('said', 'VBD')","('said', 'VBD')"
"('``', '``')","('``', '``')"
"('are', 'BER')","('are', 'BER')"
"('well', 'RB')","('well', 'QL')"
"('operated', 'VBD')","('operated', 'VBN')"
"('and', 'CC')","('and', 'CC')"
"('follow', 'VB')","('follow', 'VB')"
"('generally', 'RB')","('generally', 'RB')"
"('accepted', 'VBN')","('accepted', 'VBN')"
"('practices', 'NNS')","('practices', 'NNS')"
"('which', 'WDT')","('which', 'WDT')"
"('inure', None)","('inure', 'VB')"
"('to', 'TO')","('to', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('best', 'JJT')","('best', 'JJT')"
"('interest', 'NN')","('interest', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('both', 'ABX')","('both', 'ABX')"
"('governments', 'NNS')","('governments', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('Merger', None)","('Merger', 'NN-HL')"
"('proposed', 'VBN')","('proposed', 'VBN-HL')"
"('However', 'WRB')","('However', 'WRB')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('it', 'PPS')","('it', 'PPS')"
"('believes', 'VBZ')","('believes', 'VBZ')"
"('``', '``')","('``', '``')"
"('these', 'DTS')","('these', 'DTS')"
"('two', 'CD')","('two', 'CD')"
"('offices', 'NNS')","('offices', 'NNS')"
"('should', 'MD')","('should', 'MD')"
"('be', 'BE')","('be', 'BE')"
"('combined', 'VBN')","('combined', 'VBN')"
"('to', 'TO')","('to', 'TO')"
"('achieve', 'VB')","('achieve', 'VB')"
"('greater', 'JJR')","('greater', 'JJR')"
"('efficiency', 'NN')","('efficiency', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('reduce', 'VB')","('reduce', 'VB')"
"('the', 'AT')","('the', 'AT')"
"('cost', 'NN')","('cost', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('administration', 'NN')","('administration', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('City', 'NN-TL')","('City', 'NN-TL')"
"('Purchasing', None)","('Purchasing', 'VBG-TL')"
"('Department', 'NN-TL')","('Department', 'NN-TL')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"(',', ',')","(',', ',')"
"('``', '``')","('``', '``')"
"('is', 'BEZ')","('is', 'BEZ')"
"('lacking', 'VBG-HL')","('lacking', 'VBG')"
"('in', 'IN')","('in', 'IN')"
"('experienced', 'VBN')","('experienced', 'VBN')"
"('clerical', 'JJ')","('clerical', 'JJ')"
"('personnel', 'NNS')","('personnel', 'NNS')"
"('as', 'CS')","('as', 'CS')"
"('a', 'AT')","('a', 'AT')"
"('result', 'NN')","('result', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('city', 'NN')","('city', 'NN')"
"('personnel', 'NNS')","('personnel', 'NNS')"
"('policies', 'NNS')","('policies', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('It', 'PPS')","('It', 'PPS')"
"('urged', 'VBD')","('urged', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('the', 'AT')","('the', 'AT')"
"('city', 'NN')","('city', 'NN')"
"('``', '``')","('``', '``')"
"('take', 'VB')","('take', 'VB')"
"('steps', 'NNS')","('steps', 'NNS')"
"('to', 'TO')","('to', 'TO')"
"('remedy', None)","('remedy', 'VB')"
"(""''"", ""''"")","(""''"", ""''"")"
"('this', 'DT')","('this', 'DT')"
"('problem', 'NN')","('problem', 'NN')"
"('.', '.')","('.', '.')"
"('Implementation', None)","('Implementation', 'NN')"
"('of', 'IN')","('of', 'IN')"
"(""Georgia's"", 'NP$')","(""Georgia's"", 'NP$')"
"('automobile', 'NN')","('automobile', 'NN')"
"('title', 'NN')","('title', 'NN')"
"('law', 'NN')","('law', 'NN')"
"('was', 'BEDZ')","('was', 'BEDZ')"
"('also', 'RB')","('also', 'RB')"
"('recommended', 'VBD')","('recommended', 'VBN')"
"('by', 'IN')","('by', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('outgoing', 'JJ')","('outgoing', 'JJ')"
"('jury', 'NN')","('jury', 'NN')"
"('.', '.')","('.', '.')"
"('It', 'PPS')","('It', 'PPS')"
"('urged', 'VBD')","('urged', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('the', 'AT')","('the', 'AT')"
"('next', 'AP')","('next', 'AP')"
"('Legislature', 'NN-TL')","('Legislature', 'NN-TL')"
"('``', '``')","('``', '``')"
"('provide', 'VB')","('provide', 'VB')"
"('enabling', 'VBG')","('enabling', 'VBG')"
"('funds', 'NNS')","('funds', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('re-set', None)","('re-set', 'VB')"
"('the', 'AT')","('the', 'AT')"
"('effective', 'JJ')","('effective', 'JJ')"
"('date', 'NN')","('date', 'NN')"
"('so', 'QL')","('so', 'CS')"
"('that', 'CS')","('that', 'CS')"
"('an', 'AT')","('an', 'AT')"
"('orderly', 'JJ')","('orderly', 'JJ')"
"('implementation', None)","('implementation', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('law', 'NN')","('law', 'NN')"
"('may', 'MD')","('may', 'MD')"
"('be', 'BE')","('be', 'BE')"
"('effected', None)","('effected', 'VBN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('grand', 'JJ')","('grand', 'JJ')"
"('jury', 'NN')","('jury', 'NN')"
"('took', 'VBD')","('took', 'VBD')"
"('a', 'AT')","('a', 'AT')"
"('swipe', None)","('swipe', 'NN')"
"('at', 'IN')","('at', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('State', 'NN-TL')","('State', 'NN-TL')"
"('Welfare', 'NN-TL')","('Welfare', 'NN-TL')"
"(""Department's"", 'NN$-TL')","(""Department's"", 'NN$-TL')"
"('handling', 'VBG')","('handling', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('federal', 'JJ')","('federal', 'JJ')"
"('funds', 'NNS')","('funds', 'NNS')"
"('granted', 'VBN')","('granted', 'VBN')"
"('for', 'IN')","('for', 'IN')"
"('child', 'NN')","('child', 'NN')"
"('welfare', 'NN')","('welfare', 'NN')"
"('services', 'NNS')","('services', 'NNS')"
"('in', 'IN')","('in', 'IN')"
"('foster', None)","('foster', 'JJ')"
"('homes', 'NNS')","('homes', 'NNS')"
"('.', '.')","('.', '.')"
"('``', '``')","('``', '``')"
"('This', 'DT')","('This', 'DT')"
"('is', 'BEZ')","('is', 'BEZ')"
"('one', 'CD')","('one', 'CD')"
"('of', 'IN')","('of', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('major', 'JJ')","('major', 'JJ')"
"('items', 'NNS')","('items', 'NNS')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('County', 'NN-TL')","('County', 'NN-TL')"
"('general', 'JJ')","('general', 'JJ')"
"('assistance', 'NN')","('assistance', 'NN')"
"('program', 'NN')","('program', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"(',', ',')","(',', ',')"
"('but', 'CC')","('but', 'CC')"
"('the', 'AT')","('the', 'AT')"
"('State', 'NN-TL')","('State', 'NN-TL')"
"('Welfare', 'NN-TL')","('Welfare', 'NN-TL')"
"('Department', 'NN-TL')","('Department', 'NN-TL')"
"('``', '``')","('``', '``')"
"('has', 'HVZ')","('has', 'HVZ')"
"('seen', 'VBN')","('seen', 'VBN')"
"('fit', 'VB')","('fit', 'JJ')"
"('to', 'TO')","('to', 'TO')"
"('distribute', 'VB')","('distribute', 'VB')"
"('these', 'DTS')","('these', 'DTS')"
"('funds', 'NNS')","('funds', 'NNS')"
"('through', 'IN')","('through', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('welfare', 'NN')","('welfare', 'NN')"
"('departments', 'NNS')","('departments', 'NNS')"
"('of', 'IN')","('of', 'IN')"
"('all', 'ABN')","('all', 'ABN')"
"('the', 'AT')","('the', 'AT')"
"('counties', 'NNS')","('counties', 'NNS')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('state', 'NN')","('state', 'NN')"
"('with', 'IN')","('with', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('exception', 'NN')","('exception', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('County', 'NN-TL')","('County', 'NN-TL')"
"(',', ',')","(',', ',')"
"('which', 'WDT')","('which', 'WDT')"
"('receives', None)","('receives', 'VBZ')"
"('none', 'PN')","('none', 'PN')"
"('of', 'IN')","('of', 'IN')"
"('this', 'DT')","('this', 'DT')"
"('money', 'NN')","('money', 'NN')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('jurors', 'NNS')","('jurors', 'NNS')"
"('said', 'VBD')","('said', 'VBD')"
"('they', 'PPSS')","('they', 'PPSS')"
"('realize', 'VB')","('realize', 'VB')"
"('``', '``')","('``', '``')"
"('a', 'AT')","('a', 'AT')"
"('proportionate', None)","('proportionate', 'JJ')"
"('distribution', 'NN')","('distribution', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('these', 'DTS')","('these', 'DTS')"
"('funds', 'NNS')","('funds', 'NNS')"
"('might', 'MD')","('might', 'MD')"
"('disable', None)","('disable', 'VB')"
"('this', 'DT')","('this', 'DT')"
"('program', 'NN')","('program', 'NN')"
"('in', 'IN')","('in', 'IN')"
"('our', 'PP$')","('our', 'PP$')"
"('less', 'AP')","('less', 'QL')"
"('populous', 'JJ')","('populous', 'JJ')"
"('counties', 'NNS')","('counties', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('Nevertheless', None)","('Nevertheless', 'RB')"
"(',', ',')","(',', ',')"
"('``', '``')","('``', '``')"
"('we', 'PPSS')","('we', 'PPSS')"
"('feel', 'VB')","('feel', 'VB')"
"('that', 'CS')","('that', 'CS')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('future', 'NN')","('future', 'NN')"
"('Fulton', 'NP-TL')","('Fulton', 'NP-TL')"
"('County', 'NN-TL')","('County', 'NN-TL')"
"('should', 'MD')","('should', 'MD')"
"('receive', 'VB')","('receive', 'VB')"
"('some', 'DTI')","('some', 'DTI')"
"('portion', 'NN')","('portion', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('these', 'DTS')","('these', 'DTS')"
"('available', 'JJ')","('available', 'JJ')"
"('funds', 'NNS')","('funds', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jurors', 'NNS')","('jurors', 'NNS')"
"('said', 'VBD')","('said', 'VBD')"
"('.', '.')","('.', '.')"
"('``', '``')","('``', '``')"
"('Failure', 'NN')","('Failure', 'NN')"
"('to', 'TO')","('to', 'TO')"
"('do', 'DO')","('do', 'DO')"
"('this', 'DT')","('this', 'DT')"
"('will', 'MD')","('will', 'MD')"
"('continue', 'VB')","('continue', 'VB')"
"('to', 'TO')","('to', 'TO')"
"('place', 'NN')","('place', 'VB')"
"('a', 'AT')","('a', 'AT')"
"('disproportionate', None)","('disproportionate', 'JJ')"
"('burden', 'NN')","('burden', 'NN')"
"(""''"", ""''"")","(""''"", ""''"")"
"('on', 'IN')","('on', 'IN')"
"('Fulton', 'NP-TL')","('Fulton', 'NP')"
"('taxpayers', 'NNS')","('taxpayers', 'NNS')"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('also', 'RB')","('also', 'RB')"
"('commented', 'VBD')","('commented', 'VBD')"
"('on', 'IN')","('on', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('Fulton', 'NP-TL')","('Fulton', 'NP')"
"(""ordinary's"", None)","(""ordinary's"", 'NN$')"
"('court', 'NN')","('court', 'NN')"
"('which', 'WDT')","('which', 'WDT')"
"('has', 'HVZ')","('has', 'HVZ')"
"('been', 'BEN')","('been', 'BEN')"
"('under', 'IN')","('under', 'IN')"
"('fire', 'NN')","('fire', 'NN')"
"('for', 'IN')","('for', 'IN')"
"('its', 'PP$')","('its', 'PP$')"
"('practices', 'NNS')","('practices', 'NNS')"
"('in', 'IN')","('in', 'IN')"
"('the', 'AT')","('the', 'AT')"
"('appointment', 'NN')","('appointment', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('appraisers', None)","('appraisers', 'NNS')"
"(',', ',')","(',', ',')"
"('guardians', 'NNS')","('guardians', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('administrators', None)","('administrators', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('the', 'AT')","('the', 'AT')"
"('awarding', None)","('awarding', 'NN')"
"('of', 'IN')","('of', 'IN')"
"('fees', 'NNS')","('fees', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('compensation', 'NN')","('compensation', 'NN')"
"('.', '.')","('.', '.')"
"('Wards', None)","('Wards', 'NNS-HL')"
"('protected', None)","('protected', 'VBN-HL')"
"('The', 'AT')","('The', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('it', 'PPS')","('it', 'PPS')"
"('found', 'VBN')","('found', 'VBD')"
"('the', 'AT')","('the', 'AT')"
"('court', 'NN')","('court', 'NN')"
"('``', '``')","('``', '``')"
"('has', 'HVZ')","('has', 'HVZ')"
"('incorporated', None)","('incorporated', 'VBN')"
"('into', 'IN')","('into', 'IN')"
"('its', 'PP$')","('its', 'PP$')"
"('operating', 'VBG')","('operating', 'VBG')"
"('procedures', 'NNS')","('procedures', 'NNS')"
"('the', 'AT')","('the', 'AT')"
"('recommendations', 'NNS')","('recommendations', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('of', 'IN')","('of', 'IN')"
"('two', 'CD')","('two', 'CD')"
"('previous', 'JJ')","('previous', 'JJ')"
"('grand', 'JJ')","('grand', 'JJ')"
"('juries', None)","('juries', 'NNS')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('Atlanta', 'NP')","('Atlanta', 'NP-TL')"
"('Bar', 'NN-TL')","('Bar', 'NN-TL')"
"('Association', 'NN-TL')","('Association', 'NN-TL')"
"('and', 'CC')","('and', 'CC')"
"('an', 'AT')","('an', 'AT')"
"('interim', 'NN')","('interim', 'NN')"
"('citizens', 'NNS')","('citizens', 'NNS')"
"('committee', 'NN')","('committee', 'NN')"
"('.', '.')","('.', '.')"
"('``', '``')","('``', '``')"
"('These', 'DTS')","('These', 'DTS')"
"('actions', 'NNS')","('actions', 'NNS')"
"('should', 'MD')","('should', 'MD')"
"('serve', 'VB')","('serve', 'VB')"
"('to', 'TO')","('to', 'TO')"
"('protect', 'VB')","('protect', 'VB')"
"('in', 'IN')","('in', 'IN')"
"('fact', 'NN')","('fact', 'NN')"
"('and', 'CC')","('and', 'CC')"
"('in', 'IN')","('in', 'IN')"
"('effect', 'NN')","('effect', 'NN')"
"('the', 'AT')","('the', 'AT')"
"(""court's"", None)","(""court's"", 'NN$')"
"('wards', None)","('wards', 'NNS')"
"('from', 'IN')","('from', 'IN')"
"('undue', 'JJ')","('undue', 'JJ')"
"('costs', 'NNS')","('costs', 'NNS')"
"('and', 'CC')","('and', 'CC')"
"('its', 'PP$')","('its', 'PP$')"
"('appointed', 'VBN')","('appointed', 'VBN')"
"('and', 'CC')","('and', 'CC')"
"('elected', 'VBN')","('elected', 'VBN')"
"('servants', 'NNS')","('servants', 'NNS')"
"('from', 'IN')","('from', 'IN')"
"('unmeritorious', None)","('unmeritorious', 'JJ')"
"('criticisms', 'NNS')","('criticisms', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('said', 'VBD')","('said', 'VBD')"
"('.', '.')","('.', '.')"
"('Regarding', None)","('Regarding', 'IN')"
"(""Atlanta's"", 'NP$')","(""Atlanta's"", 'NP$')"
"('new', 'JJ')","('new', 'JJ')"
"('multi-million-dollar', None)","('multi-million-dollar', 'JJ')"
"('airport', 'NN')","('airport', 'NN')"
"(',', ',')","(',', ',')"
"('the', 'AT')","('the', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('recommended', 'VBN')","('recommended', 'VBD')"
"('``', '``')","('``', '``')"
"('that', 'CS')","('that', 'CS')"
"('when', 'WRB')","('when', 'WRB')"
"('the', 'AT')","('the', 'AT')"
"('new', 'JJ')","('new', 'JJ')"
"('management', 'NN')","('management', 'NN')"
"('takes', 'VBZ')","('takes', 'VBZ')"
"('charge', 'NN')","('charge', 'NN')"
"('Jan.', 'NP')","('Jan.', 'NP')"
"('1', 'CD')","('1', 'CD')"
"('the', 'AT')","('the', 'AT')"
"('airport', 'NN')","('airport', 'NN')"
"('be', 'BE')","('be', 'BE')"
"('operated', 'VBD')","('operated', 'VBN')"
"('in', 'IN')","('in', 'IN')"
"('a', 'AT')","('a', 'AT')"
"('manner', 'NN')","('manner', 'NN')"
"('that', 'CS')","('that', 'WPS')"
"('will', 'MD')","('will', 'MD')"
"('eliminate', 'VB')","('eliminate', 'VB')"
"('political', 'JJ')","('political', 'JJ')"
"('influences', None)","('influences', 'NNS')"
"(""''"", ""''"")","(""''"", ""''"")"
"('.', '.')","('.', '.')"
"('The', 'AT')","('The', 'AT')"
"('jury', 'NN')","('jury', 'NN')"
"('did', 'DOD')","('did', 'DOD')"
"('not', '*')","('not', '*')"
"('elaborate', 'VB')","('elaborate', 'VB')"
"(',', ',')","(',', ',')"
"('but', 'CC')","('but', 'CC')"
"('it', 'PPS')","('it', 'PPS')"
"('added', 'VBD')","('added', 'VBD')"
"('that', 'CS')","('that', 'CS')"
"('``', '``')","('``', '``')"
"('there', 'EX')","('there', 'EX')"
"('should', 'MD')","('should', 'MD')"
"('be', 'BE')","('be', 'BE')"
"('periodic', None)","('periodic', 'JJ')"
